Périmètre;Nature;Date;Heures;Consommation
Normandie;Données définitives;09/01/2020;16:30;3557
Normandie;Données définitives;09/01/2020;17:00;3555
Normandie;Données définitives;09/01/2020;17:30;3654
Normandie;Données définitives;09/01/2020;18:00;3799
Normandie;Données définitives;09/01/2020;18:30;3884
Normandie;Données définitives;09/01/2020;19:00;3985
Normandie;Données définitives;09/01/2020;19:30;3950
Normandie;Données définitives;09/01/2020;20:00;3797
Normandie;Données définitives;09/01/2020;20:30;3697
Normandie;Données définitives;09/01/2020;21:00;3597
Normandie;Données définitives;09/01/2020;21:30;3672
Normandie;Données définitives;09/01/2020;22:00;3623
Normandie;Données définitives;09/01/2020;22:30;3718
Normandie;Données définitives;09/01/2020;23:00;3803
Normandie;Données définitives;09/01/2020;23:30;3650
Normandie;Données définitives;10/01/2020;00:00;3645
Normandie;Données définitives;10/01/2020;00:30;3568
Normandie;Données définitives;10/01/2020;01:00;3431
Normandie;Données définitives;10/01/2020;01:30;3429
Normandie;Données définitives;10/01/2020;02:00;3400
Normandie;Données définitives;10/01/2020;02:30;3290
Normandie;Données définitives;10/01/2020;03:00;3243
Normandie;Données définitives;10/01/2020;03:30;3205
Normandie;Données définitives;10/01/2020;04:00;3166
Normandie;Données définitives;10/01/2020;04:30;3188
Normandie;Données définitives;10/01/2020;05:00;3225
Normandie;Données définitives;10/01/2020;05:30;3339
Normandie;Données définitives;10/01/2020;06:00;3428
Normandie;Données définitives;10/01/2020;06:30;3624
Normandie;Données définitives;10/01/2020;07:00;3806
Normandie;Données définitives;10/01/2020;07:30;3976
Normandie;Données définitives;10/01/2020;08:00;4056
Normandie;Données définitives;10/01/2020;08:30;4177
Normandie;Données définitives;10/01/2020;09:00;4148
Normandie;Données définitives;10/01/2020;09:30;4130
Normandie;Données définitives;10/01/2020;10:00;4144
Normandie;Données définitives;10/01/2020;10:30;4148
Normandie;Données définitives;10/01/2020;11:00;4151
Normandie;Données définitives;10/01/2020;11:30;4151
Normandie;Données définitives;10/01/2020;12:00;4204
Normandie;Données définitives;10/01/2020;12:30;4201
Normandie;Données définitives;10/01/2020;13:00;4175
Normandie;Données définitives;10/01/2020;13:30;4057
Normandie;Données définitives;10/01/2020;14:00;4024
Normandie;Données définitives;10/01/2020;14:30;3941
Normandie;Données définitives;10/01/2020;15:00;3881
Normandie;Données définitives;10/01/2020;15:30;3845
Normandie;Données définitives;10/01/2020;16:00;3817
Normandie;Données définitives;10/01/2020;16:30;3825
Normandie;Données définitives;10/01/2020;17:00;3833
Normandie;Données définitives;10/01/2020;17:30;3955
Normandie;Données définitives;10/01/2020;18:00;4126
Normandie;Données définitives;10/01/2020;18:30;4207
Normandie;Données définitives;10/01/2020;19:00;4249
Normandie;Données définitives;10/01/2020;19:30;4241
Normandie;Données définitives;10/01/2020;20:00;4147
Normandie;Données définitives;10/01/2020;20:30;4052
Normandie;Données définitives;10/01/2020;21:00;3966
Normandie;Données définitives;10/01/2020;21:30;4038
Normandie;Données définitives;10/01/2020;22:00;3977
Normandie;Données définitives;10/01/2020;22:30;4096
Normandie;Données définitives;10/01/2020;23:00;4190
Normandie;Données définitives;10/01/2020;23:30;4038
Normandie;Données définitives;11/01/2020;00:00;4033
Normandie;Données définitives;11/01/2020;00:30;3885
Normandie;Données définitives;11/01/2020;01:00;3706
Normandie;Données définitives;11/01/2020;01:30;3707
Normandie;Données définitives;11/01/2020;02:00;3652
Normandie;Données définitives;11/01/2020;02:30;3540
Normandie;Données définitives;11/01/2020;03:00;3474
Normandie;Données définitives;11/01/2020;03:30;3432
Normandie;Données définitives;11/01/2020;04:00;3394
Normandie;Données définitives;11/01/2020;04:30;3383
Normandie;Données définitives;11/01/2020;05:00;3385
Normandie;Données définitives;11/01/2020;05:30;3458
Normandie;Données définitives;11/01/2020;06:00;3472
Normandie;Données définitives;11/01/2020;06:30;3583
Normandie;Données définitives;11/01/2020;07:00;3639
Normandie;Données définitives;11/01/2020;07:30;3723
Normandie;Données définitives;11/01/2020;08:00;3814
Normandie;Données définitives;11/01/2020;08:30;3938
Normandie;Données définitives;11/01/2020;09:00;3935
Normandie;Données définitives;11/01/2020;09:30;3981
Normandie;Données définitives;11/01/2020;10:00;3999
